"","id","finish_date","year","street_number","street","cross_street","year_installed","material","diameter","leak_type","lon","lat","city","agency"
"3506",3555,"2011-01-03",2011,1084,"ASHMOUNT AVE","LA SALLE AVE",1925,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.227348480227,37.8143663801732,"OAKLAND","EBMUD"
"3507",3556,"2012-02-28",2012,6320,"ASPINWALL RD","VISTA DEL MAR CT",1933,"ASBESTOS CEMENT","6","SMALL BLOWOUT HOLE <= 1""",-122.206069276426,37.8377650014217,"OAKLAND","EBMUD"
"3508",3557,"2014-12-11",2014,409,"ATHOL AVE","PORTLAND AVE",1933,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.246665709647,37.8026033571807,"OAKLAND","EBMUD"
"3509",3558,"2013-01-03",2013,4260,"ATLAS AVE","YOUNG AVE",1939,"CAST IRON","6","LONGITUDINAL SPLIT",-122.18819086809,37.7978507222201,"OAKLAND","EBMUD"
"3510",3559,"2014-09-17",2014,8715,"B ST","87TH AVE",1927,"CAST IRON","4","FULL CIRCUMFERENCE BREAK",-122.179332526151,37.7499086758863,"OAKLAND","EBMUD"
"3511",3560,"2014-09-09",2014,8908,"B ST","89TH AVE",1927,"CAST IRON","4","FULL CIRCUMFERENCE BREAK",-122.178241028531,37.7487568372523,"OAKLAND","EBMUD"
"3512",3561,"2014-07-13",2014,9333,"B ST","94TH AVE",1935,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.176246681878,37.7457637605368,"OAKLAND","EBMUD"
"3513",3562,"2014-04-08",2014,8378,"BALDWIN ST","MCCLARY AVE",1947,"CAST IRON","8","JOINT FAILURE",-122.19298381286,37.7456812888732,"OAKLAND","EBMUD"
"3514",3563,"2012-02-17",2012,8471,"BALDWIN ST",NA,1947,"CAST IRON","8","LONGITUDINAL SPLIT",-122.19194755563,37.7445315275874,"OAKLAND","EBMUD"
"3515",3564,"2011-09-05",2011,6900,"BANCROFT AVE","CHURCH STREET",1967,"STEEL","6","LARGE BLOWOUT HOLE > 1""",-122.177370402522,37.7684333568579,"OAKLAND","EBMUD"
"3516",3565,"2014-09-14",2014,6900,"BANCROFT AVE","CHURCH ST",1967,"CAST IRON","6","LONGITUDINAL SPLIT",-122.177370402522,37.7684333568579,"OAKLAND","EBMUD"
"3517",3566,"2010-08-30",2010,4010,"BARNER AVE","MORGAN AVE",1927,"CAST IRON","2","LONGITUDINAL SPLIT",-122.202347043615,37.8029074648665,"OAKLAND","EBMUD"
"3518",3567,"2014-09-08",2014,1260,"BATES RD","HOLMAN RD",1941,"CAST IRON","6","LONGITUDINAL SPLIT",-122.229396766062,37.8061235393527,"OAKLAND","EBMUD"
"3519",3568,"2014-12-15",2014,1177,"BAY VIEW AVE","13TH AVE",1929,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.234106011055,37.8006735128503,"OAKLAND","EBMUD"
"3520",3569,"2013-03-20",2013,131,"BAYO VISTA AVE","HARRISON ST",1923,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.250534299852,37.8211884778934,"OAKLAND","EBMUD"
"3521",3570,"2010-12-06",2010,1550,"BEACH ST","HUBBARD ST",1995,"STEEL","12","SMALL BLOWOUT HOLE <= 1""",-122.290794137536,37.8289075221644,"OAKLAND","EBMUD"
"3522",3571,"2011-10-20",2011,111,"BEAU FOREST DR",NA,1953,"CAST IRON","6","LONGITUDINAL SPLIT",-122.211461670741,37.8427135302128,"OAKLAND","EBMUD"
"3523",3572,"2014-11-25",2014,4210,"BEMIS ST","GREENBRIER ST",1948,"CAST IRON","4","PARTIAL CIRCUM BRK<180DEG",-122.129029230682,37.7460874458347,"OAKLAND","EBMUD"
"3524",3573,"2011-08-31",2011,2539,"BEST AVE","BROOKDALE AVE",1973,"ASBESTOS CEMENT","8","FULL CIRCUMFERENCE BREAK",-122.199369769227,37.7776279045248,"OAKLAND","EBMUD"
"3525",3574,"2012-07-03",2012,2801,"BEST AVE","FLEMING AVE",1964,"ASBESTOS CEMENT","6","JOINT FAILURE",-122.19666545484,37.7795318765262,"OAKLAND","EBMUD"
"3526",3575,"2011-04-19",2011,9034,"BIRCH ST",NA,1941,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.16837800259,37.751508918056,"OAKLAND","EBMUD"
"3527",3576,"2014-07-18",2014,8500,"BLAINE ST","85TH AVE",1938,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.18694000526,37.7482454617106,"OAKLAND","EBMUD"
"3528",3577,"2012-09-18",2012,856,"BLAIR AVE","HARBORD",1942,"CAST IRON","6","SMALL BLOWOUT HOLE <= 1""",-122.222435073689,37.8286911261421,"OAKLAND","EBMUD"
"3529",3578,"2011-02-10",2011,3201,"BLANDON RD",NA,1961,"STEEL","8","JOINT FAILURE",-122.157404289003,37.760648269478,"OAKLAND","EBMUD"
"3530",3579,"2011-12-12",2011,5700,"BRANN ST","57TH AVE",1949,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.187971007918,37.77613520244,"OAKLAND","EBMUD"
"3531",3580,"2012-05-13",2012,6636,"BRANN ST",NA,1916,"CAST IRON","4","LONGITUDINAL SPLIT",-122.180744471125,37.7710497089678,"OAKLAND","EBMUD"
"3532",3581,"2012-08-27",2012,4380,"BRIAR CLIFF RD","OAKHILL RD",1955,"ASBESTOS CEMENT","6","FULL CIRCUMFERENCE BREAK",-122.141174501107,37.7663082218557,"OAKLAND","EBMUD"
"3533",3582,"2010-11-30",2010,4400,"BRIDGEVIEW DR","LEIMERT BLVD",1927,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.211780689243,37.8129780261953,"OAKLAND","EBMUD"
"3534",3583,"2013-11-04",2013,4400,"BRIDGEVIEW DR","BRIDGEVIEW PATH",1927,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.211780689243,37.8129780261953,"OAKLAND","EBMUD"
"3535",3584,"2012-01-23",2012,4420,"BRIDGEVIEW DR","LEIMERT",1927,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.211930760186,37.81333018267,"OAKLAND","EBMUD"
"3536",3585,"2012-03-20",2012,6889,"BRISTOL DR","SHERWICK DR",1959,"STEEL","8","PARTIAL CIRCUM BRK<180DEG",-122.224106782628,37.8572933979421,"OAKLAND","EBMUD"
"3537",3586,"2012-08-29",2012,3082,"BROADMOOR VIEW NA",NA,1955,"ASBESTOS CEMENT","8","FULL CIRCUMFERENCE BREAK",-122.14440688653,37.7453796641856,"OAKLAND","EBMUD"
"3538",3587,"2010-11-24",2010,5300,"BROADWAY TER","BROADWAY",1923,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.248052161446,37.8378432348964,"OAKLAND","EBMUD"
"3539",3588,"2012-09-20",2012,5301,"BROADWAY TER","BELGRAVE PL",1923,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.247863941485,37.837645506559,"OAKLAND","EBMUD"
"3540",3589,"2012-09-12",2012,5644,"BROADWAY TER","COUNTRY CLUB DR",1928,"CAST IRON","6","LONGITUDINAL SPLIT",-122.241254874561,37.8399790036943,"OAKLAND","EBMUD"
"3541",3590,"2012-09-20",2012,5664,"BROADWAY TER","COUNTRY CLUB DR",1928,"CAST IRON","6","LONGITUDINAL SPLIT",-122.240715408119,37.840311074373,"OAKLAND","EBMUD"
"3542",3591,"2012-11-13",2012,6141,"BROADWAY TER","HERMOSA",1948,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.233006400219,37.8422840020616,"OAKLAND","EBMUD"
"3543",3592,"2011-05-23",2011,6800,"BROADWAY TER","GLENWOOD GLADE",1950,"CAST IRON","10","FULL CIRCUMFERENCE BREAK",-122.22215069062,37.8406216941152,"OAKLAND","EBMUD"
"3544",3593,"2013-09-18",2013,6900,"BROADWAY TER","LEO WAY",1962,"STEEL","8","JOINT FAILURE",-122.220253828432,37.8403746628931,"OAKLAND","EBMUD"
"3545",3594,"2011-04-08",2011,8040,"BROADWAY TER","BROADWAY TER",1951,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.218090781096,37.8426941930394,"OAKLAND","EBMUD"
"3546",3595,"2012-01-22",2012,2128,"BROADWAY NA","22ND ST",1941,"CAST IRON","12","FULL CIRCUMFERENCE BREAK",-122.267122728329,37.8105090647434,"OAKLAND","EBMUD"
"3547",3596,"2011-02-26",2011,2221,"BROADWAY NA","GRAND AVE",1932,"CAST IRON","4","FULL CIRCUMFERENCE BREAK",-122.267003425986,37.81131566086,"OAKLAND","EBMUD"
"3548",3597,"2011-03-17",2011,3505,"BROADWAY NA","W. MACARTHUR BL",1898,"CAST IRON","8","SMALL BLOWOUT HOLE <= 1""",-122.25990524552,37.8226890048201,"OAKLAND","EBMUD"
"3549",3598,"2014-06-13",2014,5324,"BROADWAY NA","BROADWAY TER",1942,"CAST IRON","6","SMALL BLOWOUT HOLE <= 1""",-122.250214582803,37.837599706125,"OAKLAND","EBMUD"
"3550",3599,"2011-09-23",2011,6500,"BROADWAY NA","CA-24 WB",1969,"STEEL","12","JOINT FAILURE",-122.231116831965,37.848445219836,"OAKLAND","EBMUD"
"3551",3600,"2013-04-10",2013,6500,"BROADWAY NA","GOLDEN GATE",1969,"STEEL","12","JOINT FAILURE",-122.231116831965,37.848445219836,"OAKLAND","EBMUD"
"3552",3601,"2012-08-01",2012,5918,"BROMLEY AVE","SEMINARY AVE",1925,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.196085199725,37.7669956952606,"OAKLAND","EBMUD"
"3553",3602,"2013-04-29",2013,2900,"BROOKDALE AVE","CAPP STREET",1925,"CAST IRON","6","JOINT FAILURE",-122.216763574297,37.7927773335354,"OAKLAND","EBMUD"
"3554",3603,"2013-01-02",2013,3900,"BROOKDALE AVE","39TH AVE",1932,"CAST IRON","6","LONGITUDINAL SPLIT",-122.206639030935,37.7847909689217,"OAKLAND","EBMUD"
"3555",3604,"2013-01-16",2013,4144,"BROOKDALE AVE","HIGH ST",1932,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.204392455864,37.7828127965006,"OAKLAND","EBMUD"
"3556",3605,"2012-02-22",2012,4735,"BROOKDALE AVE","RENWICK ST",1921,"CAST IRON","6","LONGITUDINAL SPLIT",-122.20067189664,37.7793313736532,"OAKLAND","EBMUD"
"3557",3606,"2012-03-06",2012,4735,"BROOKDALE AVE",NA,1921,"CAST IRON","6","SMALL BLOWOUT HOLE <= 1""",-122.20067189664,37.7793313736532,"OAKLAND","EBMUD"
"3558",3607,"2013-10-21",2013,NA,"BROOKDALE AVE","RAWSON ST",1935,"CAST IRON","4","FULL CIRCUMFERENCE BREAK",-122.197907578155,37.7766408859841,"OAKLAND","EBMUD"
"3559",3608,"2010-08-04",2010,607,"BROOKLYN AVE","WESLEY AVE",1925,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.248826905156,37.8045572858952,"OAKLAND","EBMUD"
"3560",3609,"2014-06-16",2014,NA,"BROOKWOOD RD","TRESTLE GLEN",1956,"ASBESTOS CEMENT","8","LARGE BLOWOUT HOLE > 1""",-122.237150438158,37.8071056592979,"OAKLAND","EBMUD"
"3561",3610,"2011-04-23",2011,3727,"BUELL ST","CALAVERAS AVE",1963,"STEEL","8","LARGE BLOWOUT HOLE > 1""",-122.187376030505,37.7848344827862,"OAKLAND","EBMUD"
"3562",3611,"2013-06-01",2013,3728,"BUELL ST","CALAVERAS AVE",1963,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.187171429783,37.7849692526253,"OAKLAND","EBMUD"
"3563",3612,"2013-05-30",2013,3740,"BUELL ST",NA,1931,"CAST IRON","6","LONGITUDINAL SPLIT",-122.187126357577,37.7851182222566,"OAKLAND","EBMUD"
"3564",3613,"2011-09-06",2011,5668,"BUENA VISTA AVE","BUENA VISTA PL",1982,"ASBESTOS CEMENT","8","SMALL BLOWOUT HOLE <= 1""",-122.237360746491,37.8488177453238,"OAKLAND","EBMUD"
"3565",3614,"2013-05-03",2013,5828,"BUENA VISTA AVE","GONDO",1982,"ASBESTOS CEMENT","8","SMALL BLOWOUT HOLE <= 1""",-122.236332049807,37.847341382516,"OAKLAND","EBMUD"
"3566",3615,"2014-07-28",2014,6200,"BUENA VISTA AVE","BROADWAY TER",1924,"CAST IRON","6","JOINT FAILURE",-122.231157352022,37.8437943683103,"OAKLAND","EBMUD"
"3567",3616,"2010-08-08",2010,4066,"BURCKHALTER AVE","EDWARDS AVE",1929,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.16552767237,37.7763826870552,"OAKLAND","EBMUD"
"3568",3617,"2010-12-13",2010,2983,"BURDECK DR","BURDECK CT",1932,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.194070533901,37.80947042393,"OAKLAND","EBMUD"
"3569",3618,"2012-05-20",2012,3115,"BURDECK DR","BURDECK CT",1939,"CAST IRON","6","LONGITUDINAL SPLIT",-122.192425543026,37.8080821852585,"OAKLAND","EBMUD"
"3570",3619,"2012-01-11",2012,3170,"BURDECK DR",NA,1947,"CAST IRON","8","FULL CIRCUMFERENCE BREAK",-122.191690340554,37.8078757291337,"OAKLAND","EBMUD"
"3571",3620,"2013-04-18",2013,8840,"BURR ST","LAWLOR ST",1947,"CAST IRON","6","JOINT FAILURE",-122.159544311043,37.7571655057102,"OAKLAND","EBMUD"
"3572",3621,"2013-05-24",2013,8840,"BURR ST",NA,NA,"CAST IRON","6","JOINT FAILURE",-122.159544311043,37.7571655057102,"OAKLAND","EBMUD"
"3573",3622,"2012-03-23",2012,3610,"BUTTERS DR","ROBINSON DR",1957,"STEEL","12","SMALL BLOWOUT HOLE <= 1""",-122.180974526182,37.805397410416,"OAKLAND","EBMUD"
"3574",3623,"2010-06-03",2010,2020,"BYWOOD DR","ROSECREST DR",1938,"CAST IRON","6","LONGITUDINAL SPLIT",-122.207882909803,37.8140672583659,"OAKLAND","EBMUD"
"3575",3624,"2013-01-17",2013,2340,"BYWOOD DR","LEIMERT BL",1935,"CAST IRON","4","LONGITUDINAL SPLIT",-122.207243356446,37.8163700527414,"OAKLAND","EBMUD"
"3576",3625,"2010-05-05",2010,9306,"C ST","92ND AVE",1918,"STEEL","12","SMALL BLOWOUT HOLE <= 1""",-122.177089139134,37.7455402850819,"OAKLAND","EBMUD"
"3577",3626,"2011-05-19",2011,9509,"C ST","ELMHURST AVE",1918,"STEEL","12","LONGITUDINAL SPLIT",-122.176312843363,37.7442493562202,"OAKLAND","EBMUD"
"3578",3627,"2010-07-08",2010,5711,"CABOT DR","MOUNTAIN BL",1934,"CAST IRON","4","LARGE BLOWOUT HOLE > 1""",-122.2131539681,37.832891335507,"OAKLAND","EBMUD"
"3579",3628,"2011-11-29",2011,269,"CAIRO RD","EMPIRE RD",1943,"CAST IRON","4","LARGE BLOWOUT HOLE > 1""",-122.192573518835,37.7338925390255,"OAKLAND","EBMUD"
"3580",3629,"2011-12-06",2011,294,"CAIRO RD","CORAL RD",1943,"CAST IRON","4","LONGITUDINAL SPLIT",-122.191751797564,37.7336516264899,"OAKLAND","EBMUD"
"3581",3630,"2013-06-04",2013,3534,"CALAFIA AVE",NA,1930,"CAST IRON","6","SMALL BLOWOUT HOLE <= 1""",-122.14823747088,37.7549563081233,"OAKLAND","EBMUD"
"3582",3631,"2010-02-08",2010,3610,"CALAFIA AVE","DORISA AVE",1927,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.147766069374,37.7556962778747,"OAKLAND","EBMUD"
"3583",3632,"2012-08-26",2012,3444,"CALANDRIA AVE","MURILLO AVE",1928,"CAST IRON","6","LONGITUDINAL SPLIT",-122.152943905147,37.7579750718572,"OAKLAND","EBMUD"
"3584",3633,"2013-01-15",2013,3462,"CALANDRIA AVE",NA,1928,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.152442745681,37.758308956784,"OAKLAND","EBMUD"
"3585",3634,"2013-11-01",2013,2868,"CALIFORNIA ST","MAPLE ST",1935,"CAST IRON","4","FULL CIRCUMFERENCE BREAK",-122.204318213687,37.8007035838645,"OAKLAND","EBMUD"
"3586",3635,"2014-07-31",2014,711,"CALMAR AVE","VIONA AVE",1925,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.237460289323,37.8122128546658,"OAKLAND","EBMUD"
"3587",3636,"2014-07-25",2014,NA,"CALMAR AVE","MANDANA BLVD",1925,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.239479409221,37.8104636382077,"OAKLAND","EBMUD"
"3588",3637,"2010-10-25",2010,110,"CALVERT CT","WOOD DR",1963,"ASBESTOS CEMENT","6","LARGE BLOWOUT HOLE > 1""",-122.220762235493,37.8256940783102,"OAKLAND","EBMUD"
"3589",3638,"2014-02-19",2014,5127,"CAMDEN ST",NA,1934,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.191128611495,37.7803090316374,"OAKLAND","EBMUD"
"3590",3639,"2014-02-19",2014,5134,"CAMDEN ST",NA,1934,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.190969966444,37.7803332791214,"OAKLAND","EBMUD"
"3591",3640,"2014-02-20",2014,5134,"CAMDEN ST",NA,1934,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.190969966444,37.7803332791214,"OAKLAND","EBMUD"
"3592",3641,"2013-03-29",2013,5160,"CAMDEN ST","MADERA AVE",1934,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.19058140741,37.7799872597179,"OAKLAND","EBMUD"
"3593",3642,"2013-08-14",2013,5160,"CAMDEN ST","MADERA AVE",1934,"CAST IRON","6","LONGITUDINAL SPLIT",-122.19058140741,37.7799872597179,"OAKLAND","EBMUD"
"3594",3643,"2014-02-19",2014,5160,"CAMDEN ST","MADERA AVE",1934,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.19058140741,37.7799872597179,"OAKLAND","EBMUD"
"3595",3644,"2013-04-02",2013,15,"CAMELLIA PL","CHARLESTON ST",1962,"ASBESTOS CEMENT","6","PARTIAL CIRCUM BRK<180DEG",-122.201684101014,37.8079710653395,"OAKLAND","EBMUD"
"3596",3645,"2013-11-11",2013,1734,"CAMPBELL ST","18TH ST",1948,"CAST IRON","8","LONGITUDINAL SPLIT",-122.293082768013,37.8145454803426,"OAKLAND","EBMUD"
"3597",3646,"2010-12-26",2010,5904,"CANNING ST","59TH ST",1936,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.25919761419,37.8454456111437,"OAKLAND","EBMUD"
"3598",3647,"2010-08-24",2010,5950,"CANNING ST","MCAULEY ST",1936,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.259335394371,37.8461439854142,"OAKLAND","EBMUD"
"3599",3648,"2011-12-31",2011,4052,"CANON AVE","WELLINGTON ST",1930,"STEEL","8","FULL CIRCUMFERENCE BREAK",-122.216823321316,37.8048018383436,"OAKLAND","EBMUD"
"3600",3649,"2011-09-08",2011,594,"CAPELL ST","PROSPECT AVE",1940,"CAST IRON","4","FULL CIRCUMFERENCE BREAK",-122.239773509313,37.8042460852088,"OAKLAND","EBMUD"
"3601",3650,"2012-06-28",2012,562,"CAPISTRANO DR","ALMANZA DR",NA,"CAST IRON","4","SMALL BLOWOUT HOLE <= 1""",-122.178578858531,37.7303239989327,"OAKLAND","EBMUD"
"3602",3651,"2013-12-28",2013,620,"CAPISTRANO DR","ALMANZA DR",1945,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.1783115013,37.7313496014506,"OAKLAND","EBMUD"
"3603",3652,"2010-11-03",2010,451,"CAPITAL ST","CAPITAL ST",1933,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.247976000833,37.8059130676865,"OAKLAND","EBMUD"
"3604",3653,"2013-02-08",2013,104,"CAPRICORN AVE","BROADWAY TER",1938,"CAST IRON","6","LONGITUDINAL SPLIT",-122.217931702245,37.8403095801231,"OAKLAND","EBMUD"
"3605",3654,"2013-10-31",2013,250,"CAPRICORN AVE","GLENWOOD GLADE",1927,"CAST IRON","2","PARTIAL CIRCUM BRK<180DEG",-122.217995111445,37.8382595803429,"OAKLAND","EBMUD"
"3606",3655,"2014-12-20",2014,2570,"CARISBROOK DR","CHELTON DR",1938,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.193669028255,37.8292170800203,"OAKLAND","EBMUD"
"3607",3656,"2012-09-10",2012,842,"CARLSTON AVE","SANTA RAY",1925,"CAST IRON","8","LARGE BLOWOUT HOLE > 1""",-122.230467630929,37.8128594197526,"OAKLAND","EBMUD"
"3608",3657,"2010-07-18",2010,5432,"CARLTON ST","BROADWAY TER",1914,"CAST IRON","4","LARGE BLOWOUT HOLE > 1""",-122.246768983917,37.8389499415002,"OAKLAND","EBMUD"
"3609",3658,"2011-03-02",2011,2420,"CARMEL ST","LINCOLN AVE",1942,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.208446335219,37.8045415710304,"OAKLAND","EBMUD"
"3610",3659,"2011-03-07",2011,2526,"CARMEL ST","LAGUNA AVE",1942,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.207199269056,37.8037548103294,"OAKLAND","EBMUD"
"3611",3660,"2013-03-19",2013,2860,"CARMEL ST","BARNER AVE",NA,"CAST IRON","12","LONGITUDINAL SPLIT",-122.203700856252,37.8017095715792,"OAKLAND","EBMUD"
"3612",3661,"2012-10-02",2012,2900,"CARMEL ST","MAPLE AVE",1935,"CAST IRON","12","LONGITUDINAL SPLIT",-122.203164577685,37.8014206597866,"OAKLAND","EBMUD"
"3613",3662,"2013-09-05",2013,2956,"CARMEL ST","MAPLE AVE",1935,"CAST IRON","12","LONGITUDINAL SPLIT",-122.202207428688,37.8008933533779,"OAKLAND","EBMUD"
"3614",3663,"2011-11-07",2011,3826,"CARRINGTON ST","39TH AVE",NA,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.212306150245,37.7812479386386,"OAKLAND","EBMUD"
"3615",3664,"2011-11-09",2011,3826,"CARRINGTON ST","39TH AVE",NA,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.212306150245,37.7812479386386,"OAKLAND","EBMUD"
"3616",3665,"2011-11-16",2011,3826,"CARRINGTON ST","39TH AVE",NA,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.212306150245,37.7812479386386,"OAKLAND","EBMUD"
"3617",3666,"2013-05-13",2013,4425,"CARSON ST","SHEPHERD CT",1949,"CAST IRON","6","SMALL BLOWOUT HOLE <= 1""",-122.183412231348,37.7925847663493,"OAKLAND","EBMUD"
"3618",3667,"2013-10-10",2013,9311,"CASTLEWOOD ST",NA,1946,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.152949408062,37.7565109713531,"OAKLAND","EBMUD"
"3619",3668,"2013-10-11",2013,9329,"CASTLEWOOD ST",NA,1946,"CAST IRON","6","LONGITUDINAL SPLIT",-122.152811104317,37.7563590904283,"OAKLAND","EBMUD"
"3620",3669,"2014-06-10",2014,9329,"CASTLEWOOD ST","OAK KNOLL BLVD",1946,"CAST IRON","6","LONGITUDINAL SPLIT",-122.152811104317,37.7563590904283,"OAKLAND","EBMUD"
"3621",3670,"2011-01-12",2011,9600,"CASTLEWOOD ST","ENCINA AVE",1947,"CAST IRON","4","FULL CIRCUMFERENCE BREAK",-122.151578559212,37.755228205779,"OAKLAND","EBMUD"
"3622",3671,"2013-03-15",2013,504,"CATRON DR","ESTEPA DR",1945,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.173109993868,37.727050664985,"OAKLAND","EBMUD"
"3623",3672,"2013-06-27",2013,319,"CENTER ST","3RD STREET",1972,"STEEL","8","FULL CIRCUMFERENCE BREAK",-122.295880086074,37.8029334042922,"OAKLAND","EBMUD"
"3624",3673,"2013-03-27",2013,7325,"CHABOT RD","MARIE WAY",1954,"STEEL","36","LONGITUDINAL SPLIT",-122.233423824439,37.8494826204536,"OAKLAND","EBMUD"
"3625",3674,"2011-01-31",2011,2832,"CHAPMAN ST","23RD AVE",1910,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.23515106227,37.7744180813102,"OAKLAND","EBMUD"
"3626",3675,"2010-09-02",2010,6848,"CHARING CROSS RD","SHERWICK DR",1963,"STEEL","8","JOINT FAILURE",-122.222689511247,37.8554874885663,"OAKLAND","EBMUD"
"3627",3676,"2013-09-30",2013,2817,"CHELSEA DR","LONGCROFT DR",1956,"ASBESTOS CEMENT","8","FULL CIRCUMFERENCE BREAK",-122.191068618519,37.8246700300833,"OAKLAND","EBMUD"
"3628",3677,"2012-10-13",2012,1514,"CHESTNUT ST","16TH STREET",1958,"ASBESTOS CEMENT","8","SMALL BLOWOUT HOLE <= 1""",-122.284604609857,37.8102735633781,"OAKLAND","EBMUD"
"3629",3678,"2012-05-15",2012,664,"CHETWOOD ST","JEAN ST",1944,"CAST IRON","6","LONGITUDINAL SPLIT",-122.247646421607,37.8191299727836,"OAKLAND","EBMUD"
"3630",3679,"2013-01-22",2013,665,"CHETWOOD ST","SANTA ROSA AVE",1944,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.247733566144,37.8193017299324,"OAKLAND","EBMUD"
"3631",3680,"2012-08-08",2012,2455,"CHURCH ST","BANCROFT AVE",1958,"STEEL","6","JOINT FAILURE",-122.179043083604,37.7684947161328,"OAKLAND","EBMUD"
"3632",3681,"2011-01-28",2011,7555,"CIRCLE HILL DR","COLUMBIAN DR",1942,"ASBESTOS CEMENT","6","JOINT FAILURE",-122.161999043665,37.7736499725272,"OAKLAND","EBMUD"
"3633",3682,"2011-08-03",2011,5701,"CLAREMONT AVE","COLBY",1954,"CAST IRON","12","SMALL BLOWOUT HOLE <= 1""",-122.256238927747,37.8449814905431,"OAKLAND","EBMUD"
"3634",3683,"2013-01-10",2013,7283,"CLAREMONT AVE","STONEWALL RD",1957,"STEEL","30","LONGITUDINAL SPLIT",-122.242885835492,37.8609182164973,"OAKLAND","EBMUD"
"3635",3684,"2012-08-07",2012,7501,"CLAREMONT AVE","RISPIN DR",1954,"CAST IRON","6","JOINT FAILURE",-122.238776465223,37.8620857126416,"OAKLAND","EBMUD"
"3636",3685,"2011-01-13",2011,1820,"CLEMENS RD","WATERHOUSE RD",1927,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.211187363111,37.8106683589127,"OAKLAND","EBMUD"
"3637",3686,"2014-08-12",2014,1828,"CLEMENS RD","WATERHOUSE RD",1927,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.211000275657,37.8106628302235,"OAKLAND","EBMUD"
"3638",3687,"2012-12-28",2012,643,"CLEVELAND ST","RADNOR RD",1925,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.246706592244,37.8052259336149,"OAKLAND","EBMUD"
"3639",3688,"2012-01-17",2012,6289,"CLIVE AVE","LONGWALK DR",1955,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.190295340658,37.8261451171771,"OAKLAND","EBMUD"
"3640",3689,"2014-09-14",2014,2649,"COLE ST","KINGSLAND AVE",1935,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.196314617593,37.7768972713919,"OAKLAND","EBMUD"
"3641",3690,"2010-08-23",2010,5800,"COLISEUM WAY","JULIE ANN WAY",1964,"STEEL","12","LARGE BLOWOUT HOLE > 1""",-122.21042815219,37.7603996148877,"OAKLAND","EBMUD"
"3642",3691,"2011-08-24",2011,5500,"COLLEGE AVE","LAWTON AVE",1938,"CAST IRON","6","LONGITUDINAL SPLIT",-122.251366913559,37.8426971086355,"OAKLAND","EBMUD"
